<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
22.10.2020,19:55:00,109906,115107,107955,110514,60
22.10.2020,19:56:00,109135,115182,107905,113988,40
22.10.2020,19:57:00,108352,115259,108039,114862,15
22.10.2020,19:58:00,108855,115267,107912,114710,3
22.10.2020,19:59:00,108244,115235,107974,107989,65
22.10.2020,20:00:00,111814,115039,108068,109360,26
23.10.2020,10:00:00,115115,115267,108149,109777,72
23.10.2020,10:01:00,110819,115293,107908,111608,56
23.10.2020,10:02:00,110391,115133,107903,112186,49
23.10.2020,10:03:00,114435,115274,108052,113525,83
23.10.2020,10:04:00,112181,115260,107929,113666,31
23.10.2020,10:05:00,108668,115200,107935,114181,17
23.10.2020,10:06:00,114864,115038,107906,109989,50
23.10.2020,10:07:00,114819,115249,107940,113325,53
23.10.2020,10:08:00,109154,115271,108019,108216,2
23.10.2020,10:09:00,112135,115221,108087,113483,36
23.10.2020,10:10:00,115146,115146,107915,108373,42
23.10.2020,10:11:00,108461,115267,107926,115173,64
23.10.2020,10:12:00,113863,114746,108009,113814,83
23.10.2020,10:13:00,108075,115288,108001,114099,33
23.10.2020,10:14:00,113570,115293,108076,109549,26
23.10.2020,10:15:00,111425,115294,108039,110896,96
23.10.2020,10:16:00,107949,115269,107917,110717,47
23.10.2020,10:17:00,110795,115263,107902,108945,39
23.10.2020,10:18:00,109264,115253,107961,108055,19
23.10.2020,10:19:00,109623,115230,108345,110716,32
23.10.2020,10:20:00,112929,115224,108132,108191,76
23.10.2020,10:21:00,112570,115275,108104,115096,46
23.10.2020,10:22:00,108595,115219,108095,111893,66
23.10.2020,10:23:00,111707,115262,108012,111463,32
23.10.2020,10:24:00,114132,115269,108179,112475,4
23.10.2020,10:25:00,114141,115254,108299,114504,89
23.10.2020,10:26:00,114473,115112,108041,112989,11
23.10.2020,10:27:00,113802,115159,107955,111913,19
23.10.2020,10:28:00,108822,115298,108340,113531,84
23.10.2020,10:29:00,109531,115195,108148,112678,66
23.10.2020,10:30:00,109013,115255,108072,108823,36
23.10.2020,10:31:00,112994,115235,108010,110305,71
23.10.2020,10:32:00,110735,115287,108009,111728,84
23.10.2020,10:33:00,108163,115266,108112,108112,15
23.10.2020,10:34:00,107962,115026,107962,113940,16
23.10.2020,10:35:00,115076,115099,107930,114310,73
23.10.2020,10:36:00,113244,115292,108306,109588,96
23.10.2020,10:37:00,112269,115214,108134,109709,75
23.10.2020,10:38:00,114809,115205,108061,109963,29
23.10.2020,10:39:00,113102,115292,108271,112775,72
23.10.2020,10:40:00,113455,115220,107923,113898,88
23.10.2020,10:41:00,111642,115244,108056,111670,96
23.10.2020,10:42:00,111412,115132,108046,109760,25
23.10.2020,10:43:00,111775,115017,107970,110676,39
23.10.2020,10:44:00,112489,115261,107920,115111,47
23.10.2020,10:45:00,112144,115256,107914,111223,87
23.10.2020,10:46:00,114930,115259,108100,108367,30
23.10.2020,10:47:00,109386,115203,107921,112222,55
23.10.2020,10:48:00,113787,115274,107979,111183,52
23.10.2020,10:49:00,111504,115171,108381,108893,38
23.10.2020,10:50:00,109876,115066,108030,111779,40
23.10.2020,10:51:00,113355,115299,108407,110638,82
23.10.2020,10:52:00,110393,115232,107942,112174,67
23.10.2020,10:53:00,115119,115251,108119,109526,1
23.10.2020,10:54:00,110842,115282,107915,109415,64
23.10.2020,10:55:00,114438,115077,108041,112811,83
23.10.2020,10:56:00,115210,115244,107995,112072,83
23.10.2020,10:57:00,112857,115168,107986,114995,11
23.10.2020,10:58:00,109349,114965,107929,111469,23
23.10.2020,10:59:00,113824,115150,107953,107964,59
23.10.2020,11:00:00,109435,115284,108122,112573,36
23.10.2020,11:01:00,112246,115200,108031,115152,53
23.10.2020,11:02:00,108398,115201,107960,112432,25
23.10.2020,11:03:00,115149,115149,108001,109577,68
23.10.2020,11:04:00,109869,115125,107952,113687,24
23.10.2020,11:05:00,114189,115208,107981,108615,78
23.10.2020,11:06:00,112177,114986,107974,108592,49
23.10.2020,11:07:00,109103,115117,107939,109300,46
23.10.2020,11:08:00,112128,115295,107977,112481,90
23.10.2020,11:09:00,108409,115231,107906,109441,48
23.10.2020,11:10:00,111873,114606,108034,108283,40
23.10.2020,11:11:00,111869,114993,108041,111606,19
23.10.2020,11:12:00,111873,115223,108120,114363,68
23.10.2020,11:13:00,113046,115192,108031,111912,20
23.10.2020,11:14:00,112562,115233,107901,112316,33
23.10.2020,11:15:00,112281,115181,107992,110373,12
23.10.2020,11:16:00,112554,115284,107905,113994,74
23.10.2020,11:17:00,113262,115096,108078,109945,64
23.10.2020,11:18:00,114255,115209,108404,114612,92
23.10.2020,11:19:00,113433,115242,107984,108258,92
23.10.2020,11:20:00,112003,115181,107991,108955,21
23.10.2020,11:21:00,110588,115145,108056,110632,60
23.10.2020,11:22:00,114576,115166,108093,110039,25
23.10.2020,11:23:00,108934,115274,107900,108095,36
23.10.2020,11:24:00,109811,114958,107927,112355,2
23.10.2020,11:25:00,115259,115259,107920,113069,63
23.10.2020,11:26:00,108508,115116,108042,113116,29
23.10.2020,11:27:00,114812,115204,108010,110648,94
23.10.2020,11:28:00,110728,115138,107964,107964,81
23.10.2020,11:29:00,110220,115233,108050,109047,93
23.10.2020,11:30:00,112979,115267,107964,108684,53
23.10.2020,11:31:00,111443,115226,108148,113409,48
23.10.2020,11:32:00,107982,115149,107982,110750,85
23.10.2020,11:33:00,108117,115214,108088,114577,76
23.10.2020,11:34:00,108834,115260,108052,110335,55
23.10.2020,11:35:00,109300,115148,108066,110239,38
23.10.2020,11:36:00,109947,115273,108136,109773,63
23.10.2020,11:37:00,108431,115289,107983,112274,45
23.10.2020,11:38:00,111987,115178,107927,115178,56
23.10.2020,11:39:00,110166,115257,107967,108513,92
23.10.2020,11:40:00,111032,115155,108566,114235,55
23.10.2020,11:41:00,114789,115165,107902,108022,40
23.10.2020,11:42:00,111960,115242,107902,115242,40
23.10.2020,11:43:00,114770,115194,107912,109361,43
23.10.2020,11:44:00,110731,115106,108031,111919,81
23.10.2020,11:45:00,108996,115221,108153,115221,77
23.10.2020,11:46:00,108220,115141,108022,113594,45
23.10.2020,11:47:00,112069,114956,108103,109278,37
23.10.2020,11:48:00,114041,115224,107997,112880,58
23.10.2020,11:49:00,109177,115156,107945,110345,34
23.10.2020,11:50:00,114558,114987,108303,110129,88
23.10.2020,11:51:00,108141,115284,107975,110764,46
23.10.2020,11:52:00,114033,115058,107937,114916,87
23.10.2020,11:53:00,110353,115295,108111,115035,26
23.10.2020,11:54:00,112917,115289,108264,114063,75
23.10.2020,11:55:00,113283,115224,107977,112089,93
23.10.2020,11:56:00,113929,115109,107975,108253,49
23.10.2020,11:57:00,115283,115283,108143,114989,15
23.10.2020,11:58:00,110060,115149,107955,109075,72
23.10.2020,11:59:00,110001,115166,107982,111734,57
23.10.2020,12:00:00,112167,115235,107985,108097,41
23.10.2020,12:01:00,114507,114803,108158,110025,2
23.10.2020,12:02:00,111220,115236,107926,109938,21
23.10.2020,12:03:00,112618,115194,107924,113736,38
23.10.2020,12:04:00,113384,115015,108056,108679,95
23.10.2020,12:05:00,114516,115106,108107,108223,32
23.10.2020,12:06:00,112284,115298,107960,110535,82
23.10.2020,12:07:00,114307,114935,108048,113497,27
23.10.2020,12:08:00,111604,115263,107977,112113,32
23.10.2020,12:09:00,113870,115189,108057,112017,25
23.10.2020,12:10:00,112125,115289,108114,114915,73
23.10.2020,12:11:00,111795,115281,107920,110245,40
23.10.2020,12:12:00,113289,115279,107975,107975,69
23.10.2020,12:13:00,115197,115266,107932,112687,79
23.10.2020,12:14:00,112068,115294,107973,110227,60
23.10.2020,12:15:00,114069,115275,108122,111535,16
23.10.2020,12:16:00,110069,115296,107972,114415,21
23.10.2020,12:17:00,113818,115263,107917,112511,5
23.10.2020,12:18:00,114799,115127,108212,112229,78
23.10.2020,12:19:00,109360,115240,107948,112486,12
23.10.2020,12:20:00,111886,115279,108240,111423,22
23.10.2020,12:21:00,111166,115085,107925,107925,51
23.10.2020,12:22:00,114695,115214,108072,108964,79
23.10.2020,12:23:00,114628,115045,107942,108243,24
23.10.2020,12:24:00,115243,115243,108032,114766,91
23.10.2020,12:25:00,109220,114847,108009,110876,95
23.10.2020,12:26:00,113657,115231,108014,111035,7
23.10.2020,12:27:00,111234,115077,107917,109246,1
23.10.2020,12:28:00,112934,115224,107939,114987,37
23.10.2020,12:29:00,108150,115265,107919,111150,64
23.10.2020,12:30:00,111250,115234,108008,110158,34
23.10.2020,12:31:00,112565,115291,107942,111891,77
23.10.2020,12:32:00,108319,114870,107914,111870,28
23.10.2020,12:33:00,111955,115281,107975,111498,52
23.10.2020,12:34:00,114673,115208,107944,111639,30
23.10.2020,12:35:00,114088,114826,108158,109886,45
23.10.2020,12:36:00,115184,115184,108023,109985,16
23.10.2020,12:37:00,114649,115282,108049,114447,59
23.10.2020,12:38:00,113571,115000,107959,111791,19
23.10.2020,12:39:00,109364,115224,108062,109687,1
23.10.2020,12:40:00,108624,115227,108089,112932,91
23.10.2020,12:41:00,109757,115282,107925,115282,32
23.10.2020,12:42:00,112562,115264,108138,114594,70
23.10.2020,12:43:00,113710,115215,107913,112568,23
23.10.2020,12:44:00,110606,115298,107935,115270,10
23.10.2020,12:45:00,111388,115269,108047,111680,20
23.10.2020,12:46:00,110144,115221,107911,112933,89
23.10.2020,12:47:00,108705,115111,108046,110527,34
23.10.2020,12:48:00,108245,115080,107937,110038,82
23.10.2020,12:49:00,112030,115237,107905,115090,86
23.10.2020,12:50:00,108978,115298,108094,108735,73
23.10.2020,12:51:00,108182,115224,108026,109829,7
23.10.2020,12:52:00,111404,114929,108051,112812,77
23.10.2020,12:53:00,109417,115029,107963,113891,7
23.10.2020,12:54:00,108144,115077,108050,109390,26
23.10.2020,12:55:00,110342,115074,107901,112890,66
23.10.2020,12:56:00,110527,115127,107941,110268,89
23.10.2020,12:57:00,112616,115202,107936,113112,41
23.10.2020,12:58:00,113628,115253,108057,111474,94
23.10.2020,12:59:00,111054,115121,107901,112557,55
23.10.2020,13:00:00,115085,115234,107993,110443,98
23.10.2020,13:01:00,111518,115174,107985,114309,94
23.10.2020,13:02:00,108668,115249,107917,111753,21
23.10.2020,13:03:00,114752,115239,107968,115239,2
23.10.2020,13:04:00,114466,115020,107934,110678,42
23.10.2020,13:05:00,113316,115264,108055,108693,59
23.10.2020,13:06:00,113870,115216,107925,111439,41
23.10.2020,13:07:00,114604,115294,108083,113988,42
23.10.2020,13:08:00,112724,115174,108074,108074,91
23.10.2020,13:09:00,112086,115281,107984,114050,68
23.10.2020,13:10:00,108145,115157,108051,114300,42
23.10.2020,13:11:00,113396,115247,107971,112769,67
23.10.2020,13:12:00,115013,115096,107980,114801,32
23.10.2020,13:13:00,113731,115179,107938,110090,7
23.10.2020,13:14:00,111689,115215,107937,113850,6
23.10.2020,13:15:00,108511,115271,107941,110083,70
23.10.2020,13:16:00,110382,115280,108040,111659,30
23.10.2020,13:17:00,108303,115168,107937,112777,65
23.10.2020,13:18:00,115249,115249,107986,109456,83
23.10.2020,13:19:00,109119,115240,107912,115240,97
23.10.2020,13:20:00,112715,115027,108088,114059,5
23.10.2020,13:21:00,111324,115013,107961,114668,78
23.10.2020,13:22:00,110551,115288,108115,113439,21
23.10.2020,13:23:00,115221,115247,107949,111880,29
23.10.2020,13:24:00,112178,115276,107927,108076,4
23.10.2020,13:25:00,112022,115166,107926,113739,35
23.10.2020,13:26:00,109054,115183,107904,108283,71
23.10.2020,13:27:00,114158,115259,108243,113326,38
23.10.2020,13:28:00,112306,115278,107904,109626,33
23.10.2020,13:29:00,110986,114927,107904,114806,96
23.10.2020,13:30:00,108787,115292,107946,108484,52
23.10.2020,13:31:00,109599,115241,107963,109447,3
23.10.2020,13:32:00,113704,115211,107970,112348,89
23.10.2020,13:33:00,111511,115267,108045,111268,9
23.10.2020,13:34:00,108225,115219,107957,114485,60
23.10.2020,13:35:00,110856,115212,107912,113199,4
23.10.2020,13:36:00,112117,115253,107913,112799,34
23.10.2020,13:37:00,110646,115265,108168,111950,68
23.10.2020,13:38:00,110452,115264,107987,109293,4
23.10.2020,13:39:00,110255,115088,108063,113119,8
23.10.2020,13:40:00,114374,115059,107918,112539,81
23.10.2020,13:41:00,108499,115264,108272,109257,60
23.10.2020,13:42:00,111857,115297,107971,109727,59
23.10.2020,13:43:00,109843,115101,107965,111921,46
23.10.2020,13:44:00,111420,115274,107914,112779,61
23.10.2020,13:45:00,109408,115083,108376,113511,62
23.10.2020,13:46:00,114799,115082,108141,113543,40
23.10.2020,13:47:00,109228,115188,108078,113848,19
23.10.2020,13:48:00,108927,115147,107910,113328,45
23.10.2020,13:49:00,113233,115221,107943,111791,75
23.10.2020,13:50:00,110567,115062,107955,108741,62
23.10.2020,13:51:00,109919,115292,107902,109256,89
23.10.2020,13:52:00,109735,115076,107906,111029,15
23.10.2020,13:53:00,111539,115164,107950,115040,39
23.10.2020,13:54:00,110761,115264,108047,113598,79
23.10.2020,13:55:00,113631,115141,107949,109084,66
23.10.2020,13:56:00,112550,115226,107953,114519,83
23.10.2020,13:57:00,112429,115296,107952,110261,88
23.10.2020,13:58:00,107966,115237,107917,111823,25
23.10.2020,13:59:00,111191,115166,107945,113727,43
23.10.2020,14:00:00,113497,115157,107918,108009,56
23.10.2020,14:01:00,112097,115106,108121,114131,47
23.10.2020,14:02:00,109270,115101,107935,112850,81
23.10.2020,14:03:00,115051,115295,108016,113424,19
23.10.2020,14:04:00,110461,115184,107981,113169,32
23.10.2020,14:05:00,113374,115229,107983,113752,4
23.10.2020,14:06:00,114423,115068,107964,112633,34
23.10.2020,14:07:00,108868,115290,107940,109779,43
23.10.2020,14:08:00,113877,115091,108016,114919,35
23.10.2020,14:09:00,115180,115275,107985,113751,91
23.10.2020,14:10:00,113089,115134,107929,109465,31
23.10.2020,14:11:00,112983,115233,107902,112039,5
23.10.2020,14:12:00,113291,115235,108089,112180,31
23.10.2020,14:13:00,109982,115293,108124,113627,91
23.10.2020,14:14:00,110071,115131,108091,109588,53
23.10.2020,14:15:00,112719,115274,107968,114923,34
23.10.2020,14:16:00,109664,115213,107995,114120,66
23.10.2020,14:17:00,108515,115184,107927,111366,53
23.10.2020,14:18:00,112727,115261,107945,111085,58
23.10.2020,14:19:00,108646,114820,108005,113350,44
23.10.2020,14:20:00,112612,115286,108001,108001,61
23.10.2020,14:21:00,109688,115204,107992,115204,49
23.10.2020,14:22:00,110092,115259,108068,110622,85
23.10.2020,14:23:00,112692,115214,108648,110054,81
23.10.2020,14:24:00,113515,115134,108014,109664,37
23.10.2020,14:25:00,114732,115106,108049,108518,2
23.10.2020,14:26:00,114231,115250,107904,112535,60
23.10.2020,14:27:00,112855,115276,107930,109388,73
23.10.2020,14:28:00,114214,115279,107957,115279,35
23.10.2020,14:29:00,113965,115265,108338,108649,21
23.10.2020,14:30:00,110739,115147,108126,110869,70
23.10.2020,14:31:00,114908,115240,107948,113431,68
23.10.2020,14:32:00,111267,115182,108149,109071,30
23.10.2020,14:33:00,108744,115211,108180,112640,36
23.10.2020,14:34:00,108675,115086,107929,114591,94
23.10.2020,14:35:00,109061,115188,107955,110203,13
23.10.2020,14:36:00,108123,115294,107949,107949,89
23.10.2020,14:37:00,111529,115121,108333,109686,4
23.10.2020,14:38:00,109698,115243,107903,112084,30
23.10.2020,14:39:00,109485,115257,107960,114042,28
23.10.2020,14:40:00,111385,115285,107912,110857,59
23.10.2020,14:41:00,114735,115278,108019,109742,34
23.10.2020,14:42:00,112358,115181,108013,109913,97
23.10.2020,14:43:00,114478,115284,107914,108077,68
23.10.2020,14:44:00,111124,115293,107955,109509,46
23.10.2020,14:45:00,108736,114908,108023,114750,53
23.10.2020,14:46:00,111197,115075,107932,114999,81
23.10.2020,14:47:00,113440,115240,107939,113596,50
23.10.2020,14:48:00,115291,115291,108044,110030,33
23.10.2020,14:49:00,114129,115258,107947,110958,65
23.10.2020,14:50:00,111684,115291,107955,111234,33
23.10.2020,14:51:00,111486,114837,107935,114055,45
23.10.2020,14:52:00,112686,115288,107930,109990,76
23.10.2020,14:53:00,113126,115230,107924,109785,18
23.10.2020,14:54:00,114990,115130,107927,113182,28
23.10.2020,14:55:00,113103,115086,107993,114760,22
23.10.2020,14:56:00,109503,115220,108047,110115,96
23.10.2020,14:57:00,112810,115235,107968,109864,93
23.10.2020,14:58:00,114627,114988,108105,110936,3
23.10.2020,14:59:00,112323,115208,108005,110456,95
23.10.2020,15:00:00,112231,115294,108063,113445,73
23.10.2020,15:01:00,113838,115219,107929,110467,80
23.10.2020,15:02:00,113372,115241,107985,108449,15
23.10.2020,15:03:00,109350,115282,108018,109432,17
23.10.2020,15:04:00,109472,115272,107963,115272,69
23.10.2020,15:05:00,114339,115268,107900,108641,74
23.10.2020,15:06:00,110569,115224,107979,112168,53
23.10.2020,15:07:00,114760,115234,107900,108379,39
23.10.2020,15:08:00,108774,115279,107971,114040,10
23.10.2020,15:09:00,111112,115211,107970,114144,94
23.10.2020,15:10:00,109102,115276,108121,114044,68
23.10.2020,15:11:00,108368,115193,107920,114209,41
23.10.2020,15:12:00,114089,115165,107954,113355,14
23.10.2020,15:13:00,112136,114992,107976,109615,32
23.10.2020,15:14:00,108231,115298,108013,115279,28
23.10.2020,15:15:00,112669,114780,107934,113631,82
23.10.2020,15:16:00,111296,115255,107917,109613,62
23.10.2020,15:17:00,111892,115273,107923,109356,4
23.10.2020,15:18:00,108698,115231,107934,112202,13
23.10.2020,15:19:00,111284,115076,107978,112339,85
23.10.2020,15:20:00,108401,115293,108266,112610,2
23.10.2020,15:21:00,115226,115234,107913,109508,55
23.10.2020,15:22:00,113751,115221,108056,110810,93
23.10.2020,15:23:00,109250,115284,108292,112557,33
23.10.2020,15:24:00,111207,115152,107938,110599,50
23.10.2020,15:25:00,110324,115222,107958,107958,26
23.10.2020,15:26:00,111849,115126,107931,114999,15
23.10.2020,15:27:00,110471,115225,107996,112308,11
23.10.2020,15:28:00,114068,115203,107924,112019,30
23.10.2020,15:29:00,108521,115269,108088,113981,80
23.10.2020,15:30:00,110709,115297,108230,112007,45
23.10.2020,15:31:00,113576,115286,107949,111827,41
23.10.2020,15:32:00,112290,115173,108015,109590,17
23.10.2020,15:33:00,111246,115287,107993,113939,86
23.10.2020,15:34:00,112219,115183,107968,107968,79
23.10.2020,15:35:00,108189,115227,107902,108674,20
23.10.2020,15:36:00,112961,115201,107902,112608,15
23.10.2020,15:37:00,112089,115020,108050,114434,64
23.10.2020,15:38:00,112696,115264,108249,114251,44
23.10.2020,15:39:00,110062,115280,108028,112855,16
23.10.2020,15:40:00,111940,115037,107980,108952,44
23.10.2020,15:41:00,112792,115151,108026,113411,56
23.10.2020,15:42:00,115063,115232,108009,112612,29
23.10.2020,15:43:00,109953,115221,108072,115025,95
23.10.2020,15:44:00,115101,115256,108195,112915,56
23.10.2020,15:45:00,109301,115249,108014,114549,35
23.10.2020,15:46:00,111807,115229,107951,110679,20
23.10.2020,15:47:00,109930,115068,107931,108710,46
23.10.2020,15:48:00,113132,115290,107911,110800,10
23.10.2020,15:49:00,109812,115293,108067,110105,81
23.10.2020,15:50:00,112326,115276,108015,110884,32
23.10.2020,15:51:00,108367,115111,107974,114537,88
23.10.2020,15:52:00,108585,115267,108229,108563,70
23.10.2020,15:53:00,111263,115108,108306,108306,17
23.10.2020,15:54:00,114154,115144,108111,109128,68
23.10.2020,15:55:00,109496,115110,107987,111203,74
23.10.2020,15:56:00,111552,115262,107953,108065,74
23.10.2020,15:57:00,111697,115184,107954,109558,95
23.10.2020,15:58:00,111490,115290,108002,112830,98
23.10.2020,15:59:00,109340,114972,108036,111944,18
23.10.2020,16:00:00,109708,115150,108021,111659,9
23.10.2020,16:01:00,114817,115187,107902,114162,74
23.10.2020,16:02:00,115083,115279,107990,112150,48
23.10.2020,16:03:00,111454,115084,108492,111634,30
23.10.2020,16:04:00,109192,115251,108218,110704,91
23.10.2020,16:05:00,110209,114958,108186,111402,82
23.10.2020,16:06:00,110914,115261,107930,108544,34
23.10.2020,16:07:00,112514,115116,107983,114129,83
23.10.2020,16:08:00,113935,115210,107928,112972,54
23.10.2020,16:09:00,110540,115045,108030,114962,18
23.10.2020,16:10:00,109727,114961,108110,111003,36
23.10.2020,16:11:00,114255,115161,108075,110573,78
23.10.2020,16:12:00,108093,115151,108093,110609,7
23.10.2020,16:13:00,111789,115295,108029,108200,41
23.10.2020,16:14:00,111050,115266,107955,115266,81
23.10.2020,16:15:00,108197,115222,107934,115209,57
23.10.2020,16:16:00,114504,115255,107903,113567,20
23.10.2020,16:17:00,108766,115298,108038,114167,45
23.10.2020,16:18:00,109399,115166,108090,110385,67
23.10.2020,16:19:00,115084,115230,107968,112226,62
23.10.2020,16:20:00,114256,115266,107930,112193,76
23.10.2020,16:21:00,112048,114989,107942,111813,95
23.10.2020,16:22:00,114503,115123,107983,110437,4
23.10.2020,16:23:00,114465,115218,108123,113400,23
23.10.2020,16:24:00,112657,115279,107904,113555,43
23.10.2020,16:25:00,109553,115280,107986,109915,98
23.10.2020,16:26:00,108805,115252,107917,113781,69
23.10.2020,16:27:00,115020,115137,107993,109498,95
23.10.2020,16:28:00,108204,115251,108077,112822,67
23.10.2020,16:29:00,107994,115268,107919,114680,84
23.10.2020,16:30:00,110290,115023,107915,111036,96
23.10.2020,16:31:00,114959,115296,108173,113412,48
23.10.2020,16:32:00,109009,115273,108065,111881,51
23.10.2020,16:33:00,112907,114775,108272,108529,48
23.10.2020,16:34:00,113576,115226,108181,108387,75
23.10.2020,16:35:00,113170,114627,107927,109779,38
23.10.2020,16:36:00,114543,115194,108044,114294,34
23.10.2020,16:37:00,110409,115187,108277,114648,77
23.10.2020,16:38:00,112957,115273,107918,113691,62
23.10.2020,16:39:00,114836,115265,107951,115030,28
23.10.2020,16:40:00,110714,115219,107909,111044,21
23.10.2020,16:41:00,113209,115276,108250,112036,98
23.10.2020,16:42:00,108041,115277,107959,108427,55
23.10.2020,16:43:00,108243,115233,108154,111305,2
23.10.2020,16:44:00,111919,115278,108279,114572,82
23.10.2020,16:45:00,109434,115107,107942,111695,8
23.10.2020,16:46:00,114086,115113,107951,114533,80
23.10.2020,16:47:00,114346,115112,107939,110162,49
23.10.2020,16:48:00,110660,115160,108003,112425,43
23.10.2020,16:49:00,111600,115269,107911,113934,82
23.10.2020,16:50:00,109377,115051,108360,114798,87
23.10.2020,16:51:00,109557,115275,107953,108605,61
23.10.2020,16:52:00,110457,115246,107985,113760,68
23.10.2020,16:53:00,108138,115250,107976,109212,37
23.10.2020,16:54:00,111051,115298,107953,114072,24
23.10.2020,16:55:00,112576,115230,108122,113614,66
23.10.2020,16:56:00,110879,115073,108245,109505,3
23.10.2020,16:57:00,114153,115182,108041,109539,93
23.10.2020,16:58:00,114363,115270,107920,112699,81
23.10.2020,16:59:00,108345,115289,108345,113445,20
23.10.2020,17:00:00,107911,115129,107911,111557,52
23.10.2020,17:01:00,108205,115262,107964,114065,21
23.10.2020,17:02:00,113940,115264,107942,111848,32
23.10.2020,17:03:00,109827,115296,108048,113611,87
23.10.2020,17:04:00,113960,115149,107904,110129,38
23.10.2020,17:05:00,111364,115229,107914,109517,36
23.10.2020,17:06:00,109012,115289,108136,108588,94
23.10.2020,17:07:00,112674,114989,107947,114224,54
23.10.2020,17:08:00,111275,115144,108005,114413,35
23.10.2020,17:09:00,113293,115165,108368,115165,62
23.10.2020,17:10:00,108148,115287,108148,111799,51
23.10.2020,17:11:00,112034,114878,107907,109561,46
23.10.2020,17:12:00,109298,114909,108002,109810,86
23.10.2020,17:13:00,111882,115296,107925,110002,82
23.10.2020,17:14:00,110993,115044,108065,112525,39
23.10.2020,17:15:00,112143,115173,108020,113783,39
23.10.2020,17:16:00,112961,115190,107925,112700,91
23.10.2020,17:17:00,114356,115231,107917,108821,88
23.10.2020,17:18:00,111380,115102,107916,108731,2
23.10.2020,17:19:00,108159,115238,108129,108870,64
23.10.2020,17:20:00,112050,115296,107999,114008,69
23.10.2020,17:21:00,109722,115025,107995,113572,90
23.10.2020,17:22:00,114254,115204,107976,113701,43
23.10.2020,17:23:00,112109,115292,107994,112588,75
23.10.2020,17:24:00,112952,115100,108055,114092,30
23.10.2020,17:25:00,108343,115093,107927,112630,40
23.10.2020,17:26:00,111250,115248,107971,113267,61
23.10.2020,17:27:00,109593,115251,107971,108401,23
23.10.2020,17:28:00,113461,115080,107931,109494,71
23.10.2020,17:29:00,109057,115273,107952,115010,8
23.10.2020,17:30:00,108219,115206,108028,110609,85
23.10.2020,17:31:00,113212,115247,107981,114203,89
23.10.2020,17:32:00,109324,115275,107982,115275,26
23.10.2020,17:33:00,113718,115254,107902,115254,53
23.10.2020,17:34:00,111343,115256,108361,111075,6
23.10.2020,17:35:00,114207,115203,108538,109371,73
23.10.2020,17:36:00,108615,115219,108123,113737,47
23.10.2020,17:37:00,110626,115214,107942,108649,57
23.10.2020,17:38:00,110534,115249,107989,114426,95
23.10.2020,17:39:00,112658,115246,107904,111792,29
23.10.2020,17:40:00,110357,114947,108016,114298,35
23.10.2020,17:41:00,113563,114943,107978,114243,26
23.10.2020,17:42:00,113126,115102,108007,108007,97
23.10.2020,17:43:00,115168,115223,108006,110695,14
23.10.2020,17:44:00,111690,115213,107972,114756,33
23.10.2020,17:45:00,109519,115115,107977,109086,12
23.10.2020,17:46:00,113377,115270,107924,109552,19
23.10.2020,17:47:00,114078,115016,107901,110156,94
23.10.2020,17:48:00,110693,114891,107915,113991,11
23.10.2020,17:49:00,113011,115265,107943,109715,85
23.10.2020,17:50:00,111594,115168,107944,114037,10
23.10.2020,17:51:00,109052,114998,107927,108628,66
23.10.2020,17:52:00,113972,115152,107932,107932,73
23.10.2020,17:53:00,111595,115067,107944,110500,13
23.10.2020,17:54:00,108175,115255,107901,114774,91
23.10.2020,17:55:00,112774,115179,108001,112691,90
23.10.2020,17:56:00,112817,115200,107944,111920,58
23.10.2020,17:57:00,114802,115164,107985,109448,33
23.10.2020,17:58:00,111182,114791,107921,111124,19
23.10.2020,17:59:00,113113,115200,108366,115052,97
23.10.2020,18:00:00,110988,115146,107956,110472,36
23.10.2020,18:01:00,112212,115268,107921,113451,88
23.10.2020,18:02:00,114517,114933,107938,113954,29
23.10.2020,18:03:00,113672,114689,107909,111985,6
23.10.2020,18:04:00,110216,114952,108443,112876,8
23.10.2020,18:05:00,110508,115292,107976,114402,57
23.10.2020,18:06:00,109764,114813,107945,113947,26
23.10.2020,18:07:00,108016,115270,107922,111441,14
23.10.2020,18:08:00,112777,115130,107949,114285,84
23.10.2020,18:09:00,112530,114903,108028,112033,2
23.10.2020,18:10:00,110503,114946,107941,111877,62
23.10.2020,18:11:00,109076,115221,107909,112770,21
23.10.2020,18:12:00,108266,115245,107957,107991,1
23.10.2020,18:13:00,112862,115272,107961,112201,33
23.10.2020,18:14:00,113267,115015,108179,112063,24
23.10.2020,18:15:00,113567,115199,107970,114089,51
23.10.2020,18:16:00,108146,115057,108146,108177,87
23.10.2020,18:17:00,114589,114967,107931,109032,4
23.10.2020,18:18:00,111737,115250,107944,109489,33
23.10.2020,18:19:00,113050,115205,108052,112709,42
23.10.2020,18:20:00,109636,115254,108062,111864,4
23.10.2020,18:21:00,109099,115170,108214,110782,84
23.10.2020,18:22:00,107958,115067,107901,112638,34
23.10.2020,18:23:00,108809,115240,108262,109721,95
23.10.2020,18:24:00,111765,115089,107980,114754,77
23.10.2020,18:25:00,112333,115252,107922,110853,13
23.10.2020,18:26:00,109841,115282,107901,111048,2
23.10.2020,18:27:00,108372,114944,108015,110494,54
23.10.2020,18:28:00,112561,115052,107965,114363,50
23.10.2020,18:29:00,107993,114988,107993,114889,58
